,id,city,district,road,community,price,rentalMethod,houseType,roomType,areaSize,decorateType,ori,floorInfo,hasRefrigerator,hasWashingMachine,hasBalcony,hasCook,hasAirConditioner,hasWaterHeater,hasBed,hasWardrobe,hasSofa,hasWifi,traffic,bedroomNum,bathroomNum,hallsNum
493,494,武汉,洪山,铁机路,东湖尚郡,550,合租,普通住宅,5室1厅3卫,15.0,精装修,朝南,高层(共33层),0,1,0,0,1,1,1,1,0,1,4/8号线,5,3,1
494,495,武汉,洪山,卓刀泉,永利国际大厦,1600,整租,普通住宅,1室0厅1卫,39.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,0
495,496,武汉,江夏,东湖高新,三眼桥社区(江夏),1500,整租,普通住宅,2室2厅1卫,80.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,,2,1,2
496,497,武汉,江岸,竹叶山花桥,聚才南苑,1100,整租,普通住宅,1室1厅1卫,46.3,精装修,朝南,中层(共11层),1,1,1,1,1,1,1,1,1,1,3/6/8号线,1,1,1
497,498,武汉,东西湖,吴家山,美联德玛假日(二期),555,合租,普通住宅,4室1厅2卫,18.0,精装修,朝南,中层(共32层),1,1,0,1,1,1,1,1,1,1,,4,2,1
498,499,武汉,江汉,汉口火车站,万科锦园,2500,整租,普通住宅,3室2厅2卫,86.7,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,2/6号线,3,2,2
499,500,武汉,江汉,常青,远洋万和四季(K7地块),600,合租,普通住宅,3室1厅2卫,18.0,精装修,朝南,中层(共36层),1,1,1,1,1,1,1,1,1,1,3号线,3,2,1
500,501,武汉,江汉,汉口火车站,福星华府三期峯境,1090,合租,普通住宅,4室1厅2卫,14.0,精装修,朝南,高层(共54层),0,0,1,0,1,0,0,1,0,0,6号线,4,2,1
501,502,武汉,汉阳,黄金口,董都华庭,900,合租,普通住宅,3室2厅2卫,26.0,精装修,朝南,低层(共18层),1,1,1,1,1,1,1,1,1,1,4号线,3,2,2
502,503,武汉,青山,红钢城,碧苑花园,1650,整租,普通住宅,2室1厅1卫,78.9,精装修,朝南,低层(共27层),1,1,1,1,1,1,1,1,1,1,,2,1,1
503,504,武汉,江夏,金融港,凤凰花园三期,1900,整租,普通住宅,2室2厅1卫,84.9,精装修,朝南,中层(共6层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,2
504,505,武汉,武昌,积玉桥,恒大首府(东区),660,合租,普通住宅,3室1厅1卫,15.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,5/7号线,3,1,1
505,506,武汉,硚口,古田,汉江湾壹号(一期),760,合租,普通住宅,3室1厅1卫,13.0,精装修,朝南,高层(共31层),1,1,1,1,1,1,1,1,1,1,1号线,3,1,1
506,507,武汉,洪山,铁机路,东湖景园A区,2000,整租,普通住宅,2室2厅1卫,80.0,精装修,朝南,中层(共20层),1,1,1,1,1,1,1,0,1,0,4号线,2,1,2
507,508,武汉,江夏,藏龙岛,保利清能西海岸(北区),660,合租,公寓,3室1厅1卫,16.0,豪华装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,,3,1,1
508,509,武汉,东西湖,吴家山,新世界吴南花园西区,700,合租,普通住宅,4室1厅2卫,21.0,精装修,朝南,中层(共7层),1,1,1,1,1,1,1,1,1,1,1号线,4,2,1
509,510,武汉,江夏,藏龙岛,保利清能西海岸(北区),2100,整租,普通住宅,3室2厅1卫,91.8,简单装修,朝南,高层(共31层),1,1,1,1,1,1,1,1,1,1,,3,1,2
510,511,武汉,洪山,白沙洲,观庭金色世家(A区),1250,整租,普通住宅,1室1厅1卫,52.0,精装修,朝南,中层(共21层),1,1,1,1,1,1,1,1,1,1,,1,1,1
511,512,武汉,青山,和平大道,南洋金谷公园里,900,合租,普通住宅,4室1厅2卫,10.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,5号线,4,2,1
512,513,武汉,洪山,铁机路,洪山江南新天地(A区),2000,整租,普通住宅,2室1厅1卫,80.0,精装修,朝南,低层(共32层),1,1,1,1,1,1,1,1,1,1,4号线,2,1,1
513,514,武汉,青山,建设二路,八大家花园42街坊,650,合租,普通住宅,4室2厅2卫,25.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,5号线,4,2,2
514,515,武汉,江夏,东湖高新,三眼桥社区(江夏),1000,整租,其他,1室1厅1卫,40.0,精装修,朝南,中层(共32层),1,1,1,1,1,1,1,1,1,1,,1,1,1
515,516,武汉,东西湖,常青花园,长青壹号(南区),1130,合租,普通住宅,3室1厅1卫,22.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,2/6号线,3,1,1
516,517,武汉,武昌,徐东,白玫瑰花苑,1199,合租,普通住宅,4室2厅2卫,18.0,精装修,朝南,低层(共25层),1,1,1,1,1,1,1,1,1,1,4/8号线,4,2,2
517,518,武汉,武昌,中北路,楚天都市雅园,3400,整租,普通住宅,3室1厅1卫,80.5,精装修,朝南,高层(共38层),1,1,1,1,1,1,1,1,1,1,4/8号线,3,1,1
518,519,武汉,江汉,万松园,青年广场,750,合租,普通住宅,2室1厅2卫,20.0,精装修,朝南,高层(共33层),1,1,0,1,1,1,1,1,1,1,2/7号线,2,2,1
519,520,武汉,武昌,南湖花园,新世纪宝安花园,700,合租,普通住宅,3室1厅2卫,24.5,精装修,朝南,低层(共7层),1,1,1,1,1,1,1,1,1,1,7号线,3,2,1
520,521,武汉,硚口,古田,招商江湾国际,520,合租,普通住宅,4室1厅2卫,18.0,精装修,朝东,中层(共33层),1,1,1,1,1,1,1,1,1,1,1号线,4,2,1
521,522,武汉,洪山,街道口,御景名门,788,合租,普通住宅,3室1厅2卫,30.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,,3,2,1
522,523,武汉,洪山,白沙洲,保利上城东区,730,合租,普通住宅,3室1厅1卫,15.0,精装修,朝南,中层(共32层),1,1,1,1,1,1,1,1,1,1,5号线,3,1,1
523,524,武汉,江夏,纸坊,江夏府,650,合租,其他,4室1厅2卫,20.0,精装修,朝南,高层(共18层),1,1,1,1,1,1,1,1,1,1,,4,2,1
524,525,武汉,江汉,汉口火车站,学林华府,1800,整租,普通住宅,1室1厅1卫,52.0,精装修,朝南,中层(共18层),1,1,1,1,1,1,1,1,1,1,6号线,1,1,1
525,526,武汉,洪山,光谷东,中海光谷东麓,600,合租,普通住宅,4室2厅2卫,20.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,11号线,4,2,2
526,527,武汉,江岸,后湖,石桥花园(一期西区),560,合租,普通住宅,4室1厅2卫,12.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,6号线,4,2,1
527,528,武汉,汉阳,七里庙,汉阳七里铁路和谐家园,560,合租,普通住宅,2室1厅2卫,20.0,精装修,朝南,高层(共20层),1,1,1,1,1,1,1,1,1,1,4号线,2,2,1
528,529,武汉,江夏,东湖高新,万科城市花园(上东区),810,合租,普通住宅,3室1厅1卫,25.0,精装修,朝南,高层(共9层),1,1,1,1,1,1,1,1,0,0,,3,1,1
529,530,武汉,武昌,杨园,怡华苑,1600,整租,普通住宅,1室1厅1卫,65.0,精装修,朝南,高层(共34层),1,1,1,1,1,1,1,1,1,1,5号线,1,1,1
530,531,武汉,硚口,武胜路,江山如画(3期),800,合租,普通住宅,3室1厅1卫,20.0,精装修,朝北,高层(共30层),1,1,1,1,1,1,1,1,1,1,1/6号线,3,1,1
531,532,武汉,汉阳,七里庙,红光翠景苑,500,合租,普通住宅,3室2厅2卫,15.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,4号线,3,2,2
532,533,武汉,硚口,古田,建荣嘉园,850,合租,其他,3室1厅3卫,23.0,精装修,朝南,中层(共32层),1,1,1,1,1,1,1,1,1,1,,3,3,1
533,534,武汉,江汉,汉口火车站,福星惠誉福星城(北区),720,合租,普通住宅,4室1厅1卫,16.0,精装修,朝南,中层(共45层),1,1,1,1,1,1,1,1,1,1,2号线,4,1,1
534,535,武汉,江夏,东湖高新,三眼桥社区(江夏),1300,整租,普通住宅,2室2厅1卫,80.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,,2,1,2
535,536,武汉,武昌,司门口,现代大厦,600,合租,普通住宅,3室1厅1卫,18.0,精装修,朝南,低层(共32层),1,1,1,1,1,1,1,1,0,1,2/4/7号线,3,1,1
536,537,武汉,硚口,古田,美好名流汇(二期),1300,整租,普通住宅,1室1厅1卫,111.8,精装修,朝南,低层(共31层),1,1,1,1,1,1,1,1,1,1,1号线,1,1,1
537,538,武汉,江汉,新华路,中央锦城,600,合租,普通住宅,3室1厅2卫,15.0,精装修,朝南,高层(共23层),1,1,1,1,1,1,1,1,1,1,6号线,3,2,1
538,539,武汉,洪山,光谷广场,光谷ONE39,1300,整租,普通住宅,1室1厅1卫,47.0,精装修,朝南,中层(共45层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
539,540,武汉,江岸,后湖,石桥花园(二期),690,合租,公寓,3室1厅1卫,13.0,精装修,朝南,低层(共30层),1,1,1,1,1,1,1,1,1,1,8号线,3,1,1
540,541,武汉,江汉,万松园,电业新村,400,合租,普通住宅,3室1厅2卫,15.0,精装修,朝南,高层(共30层),1,1,1,1,1,1,1,1,1,1,2/7号线,3,2,1
541,542,武汉,江汉,前进/江汉,世纪江尚,600,合租,普通住宅,4室1厅2卫,28.0,精装修,朝南,低层(共53层),0,0,1,0,1,0,1,1,0,0,2/6号线,4,2,1
542,543,武汉,江夏,东湖高新,天纵水晶郦都,1500,整租,普通住宅,1室1厅1卫,42.8,精装修,南北,低层(共20层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
543,544,武汉,洪山,光谷东,龙湖新壹城,1450,整租,普通住宅,1室1厅1卫,33.7,精装修,朝东,低层(共33层),1,1,1,1,1,1,1,1,1,1,11号线,1,1,1
544,545,武汉,武昌,南湖花园,雄楚春天,2200,整租,普通住宅,2室1厅1卫,53.0,精装修,南北,中层(共33层),1,1,1,1,1,1,1,1,1,1,4号线,2,1,1
545,546,武汉,硚口,古田,汉江湾壹号(一期),760,合租,普通住宅,3室1厅1卫,13.0,精装修,朝南,高层(共31层),1,1,1,1,1,1,1,1,1,1,1号线,3,1,1
546,547,武汉,青山,和平大道,绿地派克公馆,850,合租,普通住宅,4室2厅2卫,25.0,精装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,5号线,4,2,2
547,548,武汉,洪山,新南湖,明泽丰华苑(1-6栋),3200,整租,普通住宅,3室2厅2卫,120.0,精装修,南北,高层(共18层),1,1,1,1,1,1,1,1,1,0,8号线,3,2,2
548,549,武汉,洪山,光谷广场,保利茉莉公馆,1100,合租,普通住宅,4室1厅1卫,20.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,,4,1,1
549,550,武汉,武昌,司门口,现代大厦,600,合租,普通住宅,3室1厅1卫,18.0,精装修,朝南,低层(共32层),1,1,1,1,1,1,1,1,0,1,2/4/7号线,3,1,1
550,551,武汉,洪山,珞狮南路,世茂林屿岸,2100,整租,普通住宅,2室2厅1卫,83.8,精装修,朝南,中层(共48层),1,1,1,1,1,1,1,1,1,1,7号线,2,1,2
551,552,武汉,东西湖,常青花园,常青花园五小区,600,合租,普通住宅,3室1厅1卫,20.0,精装修,朝南,高层(共30层),1,1,1,1,1,1,1,1,1,1,2/6号线,3,1,1
552,553,武汉,硚口,古田,永利新城南苑,2400,整租,其他,3室2厅2卫,110.0,精装修,朝南,中层(共32层),1,1,1,1,1,1,1,1,1,0,1号线,3,2,2
553,554,武汉,硚口,武胜路,江山如画(3期),800,合租,普通住宅,3室1厅1卫,20.0,精装修,朝北,高层(共30层),1,1,1,1,1,1,1,1,1,1,1/6号线,3,1,1
554,555,武汉,洪山,关山,金地阳光城(南苑),1700,整租,普通住宅,1室1厅1卫,128.0,精装修,朝南,中层(共7层),1,1,1,1,1,1,1,1,1,1,,1,1,1
555,556,武汉,洪山,铁机路,徐东馨苑,500,合租,其他,3室1厅2卫,18.0,精装修,朝南,高层(共38层),1,1,0,1,1,1,1,1,0,0,5/8号线,3,2,1
556,557,武汉,江岸,二七路,利腾国际,600,合租,普通住宅,3室1厅1卫,22.0,精装修,朝南,高层(共46层),1,1,1,1,1,1,1,1,1,1,3号线,3,1,1
557,558,武汉,洪山,关西,金地雄楚一号(商住楼),1766,整租,普通住宅,1室0厅1卫,41.1,精装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,,1,1,0
558,559,武汉,洪山,铁机路,武丰佳园(一期),2500,整租,普通住宅,3室2厅1卫,106.0,精装修,朝南,中层(共25层),1,1,1,1,1,1,1,1,1,0,4号线,3,1,2
559,560,武汉,洪山,白沙洲,胜利丰园,1700,整租,普通住宅,2室2厅1卫,80.0,精装修,南北,中层(共21层),1,1,1,1,1,1,1,1,1,1,5号线,2,1,2
560,561,武汉,武昌,丁字桥,岭地金居,2500,整租,普通住宅,2室1厅1卫,77.4,精装修,朝南,低层(共45层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,1
561,562,武汉,武昌,南湖花园,新世纪宝安花园,700,合租,普通住宅,3室1厅2卫,24.5,精装修,朝南,低层(共7层),1,1,1,1,1,1,1,1,1,1,7号线,3,2,1
562,563,武汉,洪山,珞瑜东路,成园小区,1400,整租,普通住宅,1室0厅1卫,48.0,精装修,朝北,低层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,0
563,564,武汉,武昌,徐东,武铁佳苑(东区),600,合租,普通住宅,4室1厅2卫,15.0,精装修,朝南,中层(共36层),1,1,1,1,1,1,1,1,1,1,8号线,4,2,1
564,565,武汉,洪山,欢乐谷,铁机新居,1500,整租,普通住宅,1室0厅1卫,30.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,0,0,,1,1,0
565,566,武汉,洪山,关西,金地雄楚一号,600,合租,普通住宅,3室1厅2卫,20.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,,3,2,1
566,567,武汉,汉阳,钟家村,新城丽景B区,960,合租,普通住宅,4室1厅2卫,20.0,精装修,朝南,高层(共41层),1,1,1,1,1,1,1,1,0,1,,4,2,1
567,568,武汉,武昌,积玉桥,沙湖怡景小区,899,合租,普通住宅,3室2厅2卫,25.0,豪华装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,2/7号线,3,2,2
568,569,武汉,黄陂,盘龙城,歌林花园,688,合租,普通住宅,3室1厅2卫,21.0,精装修,朝南,低层(共32层),1,1,1,1,1,1,1,1,1,1,2/7号线,3,2,1
569,570,武汉,洪山,光谷广场,保利茉莉公馆,3300,整租,普通住宅,3室1厅1卫,100.0,精装修,朝南,中层(共32层),1,1,1,1,1,1,1,1,1,1,,3,1,1
570,571,武汉,东西湖,常青花园,长青壹号(南区),1090,合租,普通住宅,3室1厅1卫,20.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,0,1,2/6号线,3,1,1
571,572,武汉,江岸,百步亭,幸福时代(一二期),2800,整租,普通住宅,3室2厅1卫,110.3,精装修,朝南,中层(共32层),1,1,1,1,1,1,1,1,1,1,3/阳逻号线,3,1,2
572,573,武汉,东西湖,吴家山,金山左岸时代,1700,整租,普通住宅,2室2厅1卫,86.0,精装修,南北,低层(共18层),1,1,1,1,1,1,1,1,1,1,,2,1,2
573,574,武汉,江岸,二七路,伟鹏万科御玺滨江,18000,整租,普通住宅,4室2厅3卫,225.0,豪华装修,南北,中层(共48层),1,1,1,1,1,1,1,1,1,1,1/3号线,4,3,2
574,575,武汉,硚口,古田,广电兰亭荣荟翠园,750,合租,其他,4室1厅2卫,18.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,,4,2,1
575,576,武汉,洪山,街道口,泓悦府,1700,整租,普通住宅,1室1厅1卫,44.6,精装修,朝南,高层(共29层),1,1,1,1,1,1,1,1,1,1,8号线,1,1,1
576,577,武汉,汉阳,王家湾,燎原悦府一期,2300,整租,普通住宅,4室2厅2卫,130.0,精装修,朝南,中层(共42层),1,1,1,1,1,1,1,1,1,1,4号线,4,2,2
577,578,武汉,洪山,铁机路,东湖景园A区,600,合租,普通住宅,3室1厅2卫,20.0,豪华装修,朝南,低层(共34层),1,1,1,1,1,1,1,1,1,1,4号线,3,2,1
578,579,武汉,江汉,前进/江汉,崇安鑫城,650,合租,普通住宅,3室1厅2卫,20.1,精装修,南北,低层(共53层),1,1,1,1,1,1,1,1,1,1,1/2/6号线,3,2,1
579,580,武汉,硚口,宝丰,葛洲坝城市花园,1130,合租,普通住宅,3室1厅1卫,10.0,精装修,朝南,中层(共29层),1,1,1,1,1,1,1,1,1,1,1号线,3,1,1
580,581,武汉,硚口,古田,天顺园十组团,1700,整租,普通住宅,2室2厅1卫,100.0,精装修,南北,高层(共11层),1,1,1,1,1,1,1,1,1,1,,2,1,2
581,582,武汉,江汉,常青,远洋万和四季(K7地块),690,合租,普通住宅,3室1厅1卫,16.0,精装修,朝南,高层(共36层),1,1,1,1,1,1,1,1,1,1,3号线,3,1,1
582,583,武汉,武昌,丁字桥,滨湖名都城,840,合租,普通住宅,4室1厅2卫,24.0,精装修,朝南,低层(共7层),1,1,1,1,1,1,1,1,1,1,2号线,4,2,1
583,584,武汉,青山,红钢城,碧苑花园,1650,整租,普通住宅,2室1厅1卫,78.9,精装修,朝南,低层(共27层),1,1,1,1,1,1,1,1,1,1,,2,1,1
584,585,武汉,武昌,中北路,复地东湖国际四期,700,合租,普通住宅,3室1厅2卫,20.0,精装修,朝南,高层(共34层),1,1,1,1,1,1,1,1,1,1,4/8号线,3,2,1
585,586,武汉,江夏,藏龙岛,阳光100大湖第,2200,整租,普通住宅,3室1厅1卫,80.0,精装修,南北,高层(共20层),1,1,1,1,1,1,1,1,1,1,,3,1,1
586,587,武汉,洪山,铁机路,铁机盛世家园,1050,合租,普通住宅,4室1厅3卫,28.0,精装修,朝南,低层(共30层),1,1,1,1,1,1,1,1,1,1,4号线,4,3,1
587,588,武汉,江岸,后湖,福星惠誉红桥城,960,合租,普通住宅,4室1厅2卫,17.0,精装修,朝南,高层(共44层),1,1,1,1,1,1,1,1,1,1,1/阳逻号线,4,2,1
588,589,武汉,江汉,汉口火车站,福星华府三期峯境,1090,合租,普通住宅,4室1厅2卫,14.0,精装修,朝南,高层(共54层),0,0,1,0,1,0,0,1,0,0,6号线,4,2,1
589,590,武汉,硚口,宗关,南国大武汉SOHO,660,合租,普通住宅,3室0厅3卫,14.0,精装修,朝南,高层(共19层),1,1,1,1,1,1,1,1,1,1,1/3号线,3,3,0
590,591,武汉,武昌,积玉桥,临江府,600,合租,普通住宅,3室1厅2卫,26.0,精装修,朝南,低层(共7层),1,1,1,1,1,1,1,1,1,1,2/5/7号线,3,2,1
591,592,武汉,武昌,徐家棚,德成香奈长江国际,4200,整租,普通住宅,2室1厅2卫,56.2,豪华装修,朝南,中层(共19层),1,1,1,1,1,1,1,1,1,1,5/7/8号线,2,2,1
592,593,武汉,武昌,小东门,金都华庭,800,合租,普通住宅,2室1厅1卫,20.0,精装修,朝南,低层(共19层),1,1,0,1,1,1,1,1,1,1,2/4/7号线,2,1,1
593,594,武汉,洪山,关西,南湖锦城,2200,整租,普通住宅,2室1厅1卫,85.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,1
594,595,武汉,洪山,珞瑜东路,祥和雅居,3100,整租,普通住宅,3室2厅1卫,110.0,简单装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,3,1,2
595,596,武汉,江汉,汉口火车站,远洋心汉口御峰(K5地块),600,合租,普通住宅,4室2厅1卫,20.0,豪华装修,朝南,低层(共45层),1,1,1,1,1,1,1,1,1,1,2号线,4,1,2
596,597,武汉,江岸,后湖,汉口城市广场(5期),760,合租,普通住宅,3室1厅1卫,16.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,3/阳逻号线,3,1,1
597,598,武汉,洪山,欢乐谷,东湖雅庭,2400,整租,普通住宅,3室1厅1卫,95.0,精装修,朝南,中层(共34层),1,1,1,1,1,1,1,1,1,0,4号线,3,1,1
598,599,武汉,东西湖,常青花园,长青壹号(南区),1090,合租,普通住宅,3室1厅1卫,20.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,0,1,2/6号线,3,1,1
599,600,武汉,江岸,竹叶山花桥,田园小区,750,合租,普通住宅,3室1厅2卫,18.0,精装修,朝南,中层(共6层),1,1,1,1,1,1,1,1,1,1,6/8号线,3,2,1
600,601,武汉,黄陂,盘龙城,名流公寓,1200,整租,公寓,1室1厅1卫,44.7,精装修,朝南,中层(共28层),1,1,1,1,1,1,1,1,1,1,,1,1,1
601,602,武汉,江岸,后湖,石桥花园(一期西区),560,合租,普通住宅,4室1厅2卫,12.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,6号线,4,2,1
602,603,武汉,青山,红钢城,碧苑花园,1650,整租,普通住宅,2室1厅1卫,78.9,精装修,朝南,低层(共27层),1,1,1,1,1,1,1,1,1,1,,2,1,1
603,604,武汉,武昌,积玉桥,恒大首府(东区),660,合租,普通住宅,3室1厅1卫,15.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,5/7号线,3,1,1
604,605,武汉,硚口,古田,天顺园十组团,1700,整租,普通住宅,2室2厅1卫,100.0,精装修,南北,高层(共11层),1,1,1,1,1,1,1,1,1,1,,2,1,2
605,606,武汉,江岸,后湖,汉口城市广场(5期),760,合租,普通住宅,3室1厅1卫,16.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,3/阳逻号线,3,1,1
606,607,武汉,硚口,宝丰,时代新世界,730,合租,公寓,3室2厅2卫,16.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,1/3号线,3,2,2
607,608,武汉,东西湖,吴家山,紫云黄狮海岸(南区),650,合租,普通住宅,4室1厅2卫,20.0,精装修,朝南,高层(共6层),1,1,1,1,1,1,1,1,1,1,6号线,4,2,1
608,609,武汉,洪山,街道口,泓悦府,1700,整租,普通住宅,1室1厅1卫,44.6,精装修,朝南,高层(共29层),1,1,1,1,1,1,1,1,1,1,8号线,1,1,1
609,610,武汉,江夏,藏龙岛,阳光100大湖第,600,合租,普通住宅,2室1厅1卫,20.0,精装修,朝南,中层(共18层),1,1,1,1,1,1,1,1,1,1,,2,1,1
610,611,武汉,江夏,东湖高新,三眼桥社区(江夏),1600,整租,普通住宅,3室2厅2卫,120.0,精装修,朝南,中层(共16层),1,1,1,1,1,1,1,1,1,1,,3,2,2
611,612,武汉,洪山,铁机路,武丰佳园(一期),800,合租,普通住宅,4室1厅1卫,20.0,精装修,朝南,低层(共34层),1,1,1,1,1,1,1,1,1,1,4号线,4,1,1
612,613,武汉,武昌,南湖花园,北港佳和云居,950,合租,普通住宅,4室1厅2卫,29.0,精装修,朝南,高层(共19层),1,1,1,1,1,1,1,1,1,1,,4,2,1
613,614,武汉,洪山,光谷广场,金梭花园,600,合租,普通住宅,2室1厅1卫,30.0,精装修,朝南,低层(共9层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,1
614,615,武汉,江岸,二七路,利腾国际,600,合租,普通住宅,3室1厅1卫,22.0,精装修,朝南,高层(共46层),1,1,1,1,1,1,1,1,1,1,3号线,3,1,1
615,616,武汉,武昌,积玉桥,临江府,600,合租,普通住宅,3室1厅2卫,26.0,精装修,朝南,低层(共7层),1,1,1,1,1,1,1,1,1,1,2/5/7号线,3,2,1
616,617,武汉,江夏,东湖高新,北大资源山水年华,850,合租,普通住宅,4室2厅2卫,25.0,精装修,朝南,低层(共6层),1,1,1,1,1,1,1,1,1,1,11号线,4,2,2
617,618,武汉,江岸,江汉路,金路易大厦,1500,整租,普通住宅,1室1厅1卫,40.0,精装修,南北,高层(共20层),1,1,1,1,1,1,1,1,1,1,1/2/6号线,1,1,1
618,619,武汉,硚口,宝丰,葛洲坝城市花园,1130,合租,普通住宅,3室1厅1卫,10.0,精装修,朝南,中层(共29层),1,1,1,1,1,1,1,1,1,1,1号线,3,1,1
619,620,武汉,洪山,白沙洲,胜利丰园,1700,整租,普通住宅,2室2厅1卫,80.0,精装修,南北,中层(共21层),1,1,1,1,1,1,1,1,1,1,5号线,2,1,2
620,621,武汉,汉阳,王家湾,燎原悦府一期,2300,整租,普通住宅,4室2厅2卫,130.0,精装修,朝南,中层(共42层),1,1,1,1,1,1,1,1,1,1,4号线,4,2,2
621,622,武汉,武昌,杨园,怡华苑,1600,整租,普通住宅,1室1厅1卫,65.0,精装修,朝南,高层(共34层),1,1,1,1,1,1,1,1,1,1,5号线,1,1,1
622,623,武汉,武昌,徐东,新长江滨江花园,700,合租,普通住宅,4室1厅2卫,20.0,精装修,朝南,高层(共34层),1,1,1,1,1,1,1,1,1,1,5/7/8号线,4,2,1
623,624,武汉,硚口,古田,洺悦府,970,合租,普通住宅,5室1厅2卫,30.0,精装修,朝南,中层(共32层),1,1,1,0,1,1,1,1,0,1,1号线,5,2,1
624,625,武汉,洪山,光谷软件园,锦绣龙城(D区),980,合租,普通住宅,6室1厅3卫,32.0,精装修,南北,中层(共34层),1,1,1,1,1,1,1,1,1,1,,6,3,1
625,626,武汉,青山,和平大道,南洋金谷公园里,900,合租,普通住宅,4室1厅2卫,10.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,5号线,4,2,1
626,627,武汉,江夏,流芳,招商东城华府,2400,整租,普通住宅,3室2厅2卫,108.0,精装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,,3,2,2
627,628,武汉,武昌,徐家棚,团结名居桂园,630,合租,普通住宅,3室1厅1卫,16.0,精装修,朝南,低层(共28层),1,1,1,1,1,1,1,1,1,1,5/7/8号线,3,1,1
628,629,武汉,武昌,紫阳路,地铁复兴城,2100,整租,普通住宅,1室1厅1卫,37.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,4/5号线,1,1,1
629,630,武汉,江夏,庙山,梁山头社区,2400,整租,普通住宅,2室2厅2卫,147.0,精装修,南北,高层(共8层),1,1,1,1,1,1,1,1,1,1,,2,2,2
630,631,武汉,洪山,珞瑜东路,光谷星座,1200,合租,普通住宅,5室1厅2卫,20.0,精装修,朝南,高层(共45层),1,1,1,1,1,1,1,1,1,1,2号线,5,2,1
631,632,武汉,江汉,汉口火车站,福星惠誉福星城(北区),720,合租,普通住宅,4室1厅1卫,16.0,精装修,朝南,中层(共45层),1,1,1,1,1,1,1,1,1,1,2号线,4,1,1
632,633,武汉,洪山,光谷东,龙湖新壹城,1000,整租,其他,1室0厅1卫,25.0,精装修,朝南,低层(共11层),1,1,1,1,1,1,1,1,1,1,11号线,1,1,0
633,634,武汉,武昌,丁字桥,金诺雅苑,600,合租,普通住宅,3室1厅1卫,18.0,精装修,朝南,中层(共31层),1,1,1,1,1,1,1,1,1,1,,3,1,1
634,635,武汉,武昌,小东门,姚家岭新城,998,合租,普通住宅,4室1厅2卫,25.0,精装修,朝南,高层(共45层),1,1,1,1,1,1,1,1,1,1,2/4/7号线,4,2,1
635,636,武汉,武昌,水果湖,东湖村军转小区,3200,整租,普通住宅,3室1厅1卫,90.0,简单装修,南北,中层(共8层),1,1,1,1,1,1,1,1,1,1,2号线,3,1,1
636,637,武汉,洪山,光谷软件园,南湖时尚城,1900,整租,普通住宅,1室1厅1卫,48.0,精装修,朝南,高层(共23层),1,1,1,1,1,1,1,1,1,1,,1,1,1
637,638,武汉,武昌,武昌火车站,凯旋名邸,500,合租,普通住宅,3室1厅2卫,25.0,精装修,东南,低层(共15层),1,1,1,1,1,1,1,1,1,1,4/7号线,3,2,1
