id,city,district,road,community,rentalMethod,houseType,roomType,areaSize,decorateType,ori,rentTimeInfo,floorInfo,hasRefrigerator,hasWashingMachine,hasBalcony,hasCook,hasAirConditioner,hasWaterHeater,hasBed,hasWardrobe,hasSofa,hasWifi,traffic,bedroomNum,bathroomNum,hallsNum,page_views,price
"517","武汉","武昌","徐东","白玫瑰花苑","合租","普通住宅","4室2厅2卫","18","精装修","朝南",\N,"低层(共25层)","1","1","1","1","1","1","1","1","1","1","4/8号线","4","2","2","94201","1199"
"518","武汉","武昌","中北路","楚天都市雅园","整租","普通住宅","3室1厅1卫","80.5","精装修","朝南",\N,"高层(共38层)","1","1","1","1","1","1","1","1","1","1","4/8号线","3","1","1","52204","3400"
"519","武汉","江汉","万松园","青年广场","合租","普通住宅","2室1厅2卫","20","精装修","朝南",\N,"高层(共33层)","1","1","0","1","1","1","1","1","1","1","2/7号线","2","2","1","53733","750"
"520","武汉","武昌","南湖花园","新世纪宝安花园","合租","普通住宅","3室1厅2卫","24.5","精装修","朝南",\N,"低层(共7层)","1","1","1","1","1","1","1","1","1","1","7号线","3","2","1","66513","700"
"521","武汉","硚口","古田","招商江湾国际","合租","普通住宅","4室1厅2卫","18","精装修","朝东",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","1号线","4","2","1","8765","520"
"522","武汉","洪山","街道口","御景名门","合租","普通住宅","3室1厅2卫","30","精装修","朝南",\N,"高层(共32层)","1","1","1","1","1","1","1","1","1","1",\N,"3","2","1","24238","788"
"523","武汉","洪山","白沙洲","保利上城东区","合租","普通住宅","3室1厅1卫","15","精装修","朝南",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1","5号线","3","1","1","86568","730"
"524","武汉","江夏","纸坊","江夏府","合租","其他","4室1厅2卫","20","精装修","朝南",\N,"高层(共18层)","1","1","1","1","1","1","1","1","1","1",\N,"4","2","1","98329","650"
"525","武汉","江汉","汉口火车站","学林华府","整租","普通住宅","1室1厅1卫","52","精装修","朝南",\N,"中层(共18层)","1","1","1","1","1","1","1","1","1","1","6号线","1","1","1","96304","1800"
"526","武汉","洪山","光谷东","中海光谷东麓","合租","普通住宅","4室2厅2卫","20","精装修","朝南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","11号线","4","2","2","59302","600"
"527","武汉","江岸","后湖","石桥花园(一期西区)","合租","普通住宅","4室1厅2卫","12","精装修","朝南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","6号线","4","2","1","65593","560"
"528","武汉","汉阳","七里庙","汉阳七里铁路和谐家园","合租","普通住宅","2室1厅2卫","20","精装修","朝南",\N,"高层(共20层)","1","1","1","1","1","1","1","1","1","1","4号线","2","2","1","29754","560"
"529","武汉","江夏","东湖高新","万科城市花园(上东区)","合租","普通住宅","3室1厅1卫","25","精装修","朝南",\N,"高层(共9层)","1","1","1","1","1","1","1","1","0","0",\N,"3","1","1","30186","810"
"530","武汉","武昌","杨园","怡华苑","整租","普通住宅","1室1厅1卫","65","精装修","朝南",\N,"高层(共34层)","1","1","1","1","1","1","1","1","1","1","5号线","1","1","1","24213","1600"
"531","武汉","硚口","武胜路","江山如画(3期)","合租","普通住宅","3室1厅1卫","20","精装修","朝北",\N,"高层(共30层)","1","1","1","1","1","1","1","1","1","1","1/6号线","3","1","1","85978","800"
"532","武汉","汉阳","七里庙","红光翠景苑","合租","普通住宅","3室2厅2卫","15","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","4号线","3","2","2","12298","500"
"533","武汉","硚口","古田","建荣嘉园","合租","其他","3室1厅3卫","23","精装修","朝南",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1",\N,"3","3","1","11360","850"
"534","武汉","江汉","汉口火车站","福星惠誉福星城(北区)","合租","普通住宅","4室1厅1卫","16","精装修","朝南",\N,"中层(共45层)","1","1","1","1","1","1","1","1","1","1","2号线","4","1","1","7226","720"
"535","武汉","江夏","东湖高新","三眼桥社区(江夏)","整租","普通住宅","2室2厅1卫","80","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","2","17491","1300"
"536","武汉","武昌","司门口","现代大厦","合租","普通住宅","3室1厅1卫","18","精装修","朝南",\N,"低层(共32层)","1","1","1","1","1","1","1","1","0","1","2/4/7号线","3","1","1","94165","600"
"537","武汉","硚口","古田","美好名流汇(二期)","整租","普通住宅","1室1厅1卫","111.8","精装修","朝南",\N,"低层(共31层)","1","1","1","1","1","1","1","1","1","1","1号线","1","1","1","45496","1300"
"538","武汉","江汉","新华路","中央锦城","合租","普通住宅","3室1厅2卫","15","精装修","朝南",\N,"高层(共23层)","1","1","1","1","1","1","1","1","1","1","6号线","3","2","1","32293","600"
"539","武汉","洪山","光谷广场","光谷ONE39","整租","普通住宅","1室1厅1卫","47","精装修","朝南",\N,"中层(共45层)","1","1","1","1","1","1","1","1","1","1","2号线","1","1","1","15360","1300"
"540","武汉","江岸","后湖","石桥花园(二期)","合租","公寓","3室1厅1卫","13","精装修","朝南",\N,"低层(共30层)","1","1","1","1","1","1","1","1","1","1","8号线","3","1","1","63546","690"
"541","武汉","江汉","万松园","电业新村","合租","普通住宅","3室1厅2卫","15","精装修","朝南",\N,"高层(共30层)","1","1","1","1","1","1","1","1","1","1","2/7号线","3","2","1","30720","400"
"542","武汉","江汉","前进/江汉","世纪江尚","合租","普通住宅","4室1厅2卫","28","精装修","朝南",\N,"低层(共53层)","0","0","1","0","1","0","1","1","0","0","2/6号线","4","2","1","51790","600"
"543","武汉","江夏","东湖高新","天纵水晶郦都","整租","普通住宅","1室1厅1卫","42.8","精装修","南北",\N,"低层(共20层)","1","1","1","1","1","1","1","1","1","1","2号线","1","1","1","47454","1500"
"544","武汉","洪山","光谷东","龙湖新壹城","整租","普通住宅","1室1厅1卫","33.7","精装修","朝东",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","1","11号线","1","1","1","34223","1450"
"545","武汉","武昌","南湖花园","雄楚春天","整租","普通住宅","2室1厅1卫","53","精装修","南北",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","4号线","2","1","1","39239","2200"
"546","武汉","硚口","古田","汉江湾壹号(一期)","合租","普通住宅","3室1厅1卫","13","精装修","朝南",\N,"高层(共31层)","1","1","1","1","1","1","1","1","1","1","1号线","3","1","1","57355","760"
"547","武汉","青山","和平大道","绿地派克公馆","合租","普通住宅","4室2厅2卫","25","精装修","朝南",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","1","5号线","4","2","2","8975","850"
"548","武汉","洪山","新南湖","明泽丰华苑(1-6栋)","整租","普通住宅","3室2厅2卫","120","精装修","南北",\N,"高层(共18层)","1","1","1","1","1","1","1","1","1","0","8号线","3","2","2","71815","3200"
"549","武汉","洪山","光谷广场","保利茉莉公馆","合租","普通住宅","4室1厅1卫","20","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1",\N,"4","1","1","46558","1100"
"550","武汉","武昌","司门口","现代大厦","合租","普通住宅","3室1厅1卫","18","精装修","朝南",\N,"低层(共32层)","1","1","1","1","1","1","1","1","0","1","2/4/7号线","3","1","1","91568","600"
"551","武汉","洪山","珞狮南路","世茂林屿岸","整租","普通住宅","2室2厅1卫","83.8","精装修","朝南",\N,"中层(共48层)","1","1","1","1","1","1","1","1","1","1","7号线","2","1","2","67857","2100"
"552","武汉","东西湖","常青花园","常青花园五小区","合租","普通住宅","3室1厅1卫","20","精装修","朝南",\N,"高层(共30层)","1","1","1","1","1","1","1","1","1","1","2/6号线","3","1","1","66043","600"
"553","武汉","硚口","古田","永利新城南苑","整租","其他","3室2厅2卫","110","精装修","朝南",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","0","1号线","3","2","2","60487","2400"
"554","武汉","硚口","武胜路","江山如画(3期)","合租","普通住宅","3室1厅1卫","20","精装修","朝北",\N,"高层(共30层)","1","1","1","1","1","1","1","1","1","1","1/6号线","3","1","1","39382","800"
"555","武汉","洪山","关山","金地阳光城(南苑)","整租","普通住宅","1室1厅1卫","128","精装修","朝南",\N,"中层(共7层)","1","1","1","1","1","1","1","1","1","1",\N,"1","1","1","34180","1700"
"556","武汉","洪山","铁机路","徐东馨苑","合租","其他","3室1厅2卫","18","精装修","朝南",\N,"高层(共38层)","1","1","0","1","1","1","1","1","0","0","5/8号线","3","2","1","64726","500"
"557","武汉","江岸","二七路","利腾国际","合租","普通住宅","3室1厅1卫","22","精装修","朝南",\N,"高层(共46层)","1","1","1","1","1","1","1","1","1","1","3号线","3","1","1","28849","600"
"558","武汉","洪山","关西","金地雄楚一号(商住楼)","整租","普通住宅","1室0厅1卫","41.1","精装修","朝南",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","1",\N,"1","1","0","27514","1766"
"559","武汉","洪山","铁机路","武丰佳园(一期)","整租","普通住宅","3室2厅1卫","106","精装修","朝南",\N,"中层(共25层)","1","1","1","1","1","1","1","1","1","0","4号线","3","1","2","75080","2500"
"560","武汉","洪山","白沙洲","胜利丰园","整租","普通住宅","2室2厅1卫","80","精装修","南北",\N,"中层(共21层)","1","1","1","1","1","1","1","1","1","1","5号线","2","1","2","98544","1700"
"561","武汉","武昌","丁字桥","岭地金居","整租","普通住宅","2室1厅1卫","77.4","精装修","朝南",\N,"低层(共45层)","1","1","1","1","1","1","1","1","1","1","2号线","2","1","1","59544","2500"
"562","武汉","武昌","南湖花园","新世纪宝安花园","合租","普通住宅","3室1厅2卫","24.5","精装修","朝南",\N,"低层(共7层)","1","1","1","1","1","1","1","1","1","1","7号线","3","2","1","62488","700"
"563","武汉","洪山","珞瑜东路","成园小区","整租","普通住宅","1室0厅1卫","48","精装修","朝北",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","1","2号线","1","1","0","3047","1400"
"564","武汉","武昌","徐东","武铁佳苑(东区)","合租","普通住宅","4室1厅2卫","15","精装修","朝南",\N,"中层(共36层)","1","1","1","1","1","1","1","1","1","1","8号线","4","2","1","42143","600"
"565","武汉","洪山","欢乐谷","铁机新居","整租","普通住宅","1室0厅1卫","30","精装修","朝南",\N,"高层(共32层)","1","1","1","1","1","1","1","1","0","0",\N,"1","1","0","69548","1500"
"566","武汉","洪山","关西","金地雄楚一号","合租","普通住宅","3室1厅2卫","20","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1",\N,"3","2","1","93544","600"
"567","武汉","汉阳","钟家村","新城丽景B区","合租","普通住宅","4室1厅2卫","20","精装修","朝南",\N,"高层(共41层)","1","1","1","1","1","1","1","1","0","1",\N,"4","2","1","49908","960"
"568","武汉","武昌","积玉桥","沙湖怡景小区","合租","普通住宅","3室2厅2卫","25","豪华装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","2/7号线","3","2","2","76750","899"
"569","武汉","黄陂","盘龙城","歌林花园","合租","普通住宅","3室1厅2卫","21","精装修","朝南",\N,"低层(共32层)","1","1","1","1","1","1","1","1","1","1","2/7号线","3","2","1","90477","688"
"570","武汉","洪山","光谷广场","保利茉莉公馆","整租","普通住宅","3室1厅1卫","100","精装修","朝南",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1",\N,"3","1","1","95344","3300"
"571","武汉","东西湖","常青花园","长青壹号(南区)","合租","普通住宅","3室1厅1卫","20","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","0","1","2/6号线","3","1","1","1466","1090"
"572","武汉","江岸","百步亭","幸福时代(一二期)","整租","普通住宅","3室2厅1卫","110.3","精装修","朝南",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1","3/阳逻号线","3","1","2","42265","2800"
"573","武汉","东西湖","吴家山","金山左岸时代","整租","普通住宅","2室2厅1卫","86","精装修","南北",\N,"低层(共18层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","2","97472","1700"
"574","武汉","江岸","二七路","伟鹏万科御玺滨江","整租","普通住宅","4室2厅3卫","225","豪华装修","南北",\N,"中层(共48层)","1","1","1","1","1","1","1","1","1","1","1/3号线","4","3","2","27220","18000"
"575","武汉","硚口","古田","广电兰亭荣荟翠园","合租","其他","4室1厅2卫","18","精装修","朝南",\N,"高层(共32层)","1","1","1","1","1","1","1","1","1","1",\N,"4","2","1","8407","750"
"576","武汉","洪山","街道口","泓悦府","整租","普通住宅","1室1厅1卫","44.6","精装修","朝南",\N,"高层(共29层)","1","1","1","1","1","1","1","1","1","1","8号线","1","1","1","92629","1700"
"577","武汉","汉阳","王家湾","燎原悦府一期","整租","普通住宅","4室2厅2卫","130","精装修","朝南",\N,"中层(共42层)","1","1","1","1","1","1","1","1","1","1","4号线","4","2","2","95486","2300"
"578","武汉","洪山","铁机路","东湖景园A区","合租","普通住宅","3室1厅2卫","20","豪华装修","朝南",\N,"低层(共34层)","1","1","1","1","1","1","1","1","1","1","4号线","3","2","1","40639","600"
"579","武汉","江汉","前进/江汉","崇安鑫城","合租","普通住宅","3室1厅2卫","20.1","精装修","南北",\N,"低层(共53层)","1","1","1","1","1","1","1","1","1","1","1/2/6号线","3","2","1","8005","650"
"580","武汉","硚口","宝丰","葛洲坝城市花园","合租","普通住宅","3室1厅1卫","10","精装修","朝南",\N,"中层(共29层)","1","1","1","1","1","1","1","1","1","1","1号线","3","1","1","97310","1130"
"581","武汉","硚口","古田","天顺园十组团","整租","普通住宅","2室2厅1卫","100","精装修","南北",\N,"高层(共11层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","2","92418","1700"
"582","武汉","江汉","常青","远洋万和四季(K7地块)","合租","普通住宅","3室1厅1卫","16","精装修","朝南",\N,"高层(共36层)","1","1","1","1","1","1","1","1","1","1","3号线","3","1","1","74648","690"
"583","武汉","武昌","丁字桥","滨湖名都城","合租","普通住宅","4室1厅2卫","24","精装修","朝南",\N,"低层(共7层)","1","1","1","1","1","1","1","1","1","1","2号线","4","2","1","88078","840"
"584","武汉","青山","红钢城","碧苑花园","整租","普通住宅","2室1厅1卫","78.9","精装修","朝南",\N,"低层(共27层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","1","63854","1650"
"585","武汉","武昌","中北路","复地东湖国际四期","合租","普通住宅","3室1厅2卫","20","精装修","朝南",\N,"高层(共34层)","1","1","1","1","1","1","1","1","1","1","4/8号线","3","2","1","12133","700"
"586","武汉","江夏","藏龙岛","阳光100大湖第","整租","普通住宅","3室1厅1卫","80","精装修","南北",\N,"高层(共20层)","1","1","1","1","1","1","1","1","1","1",\N,"3","1","1","220","2200"
"587","武汉","洪山","铁机路","铁机盛世家园","合租","普通住宅","4室1厅3卫","28","精装修","朝南",\N,"低层(共30层)","1","1","1","1","1","1","1","1","1","1","4号线","4","3","1","99784","1050"
"588","武汉","江岸","后湖","福星惠誉红桥城","合租","普通住宅","4室1厅2卫","17","精装修","朝南",\N,"高层(共44层)","1","1","1","1","1","1","1","1","1","1","1/阳逻号线","4","2","1","91704","960"
"589","武汉","江汉","汉口火车站","福星华府三期峯境","合租","普通住宅","4室1厅2卫","14","精装修","朝南",\N,"高层(共54层)","0","0","1","0","1","0","0","1","0","0","6号线","4","2","1","52004","1090"
"590","武汉","硚口","宗关","南国大武汉SOHO","合租","普通住宅","3室0厅3卫","14","精装修","朝南",\N,"高层(共19层)","1","1","1","1","1","1","1","1","1","1","1/3号线","3","3","0","48774","660"
"591","武汉","武昌","积玉桥","临江府","合租","普通住宅","3室1厅2卫","26","精装修","朝南",\N,"低层(共7层)","1","1","1","1","1","1","1","1","1","1","2/5/7号线","3","2","1","79027","600"
"592","武汉","武昌","徐家棚","德成香奈长江国际","整租","普通住宅","2室1厅2卫","56.2","豪华装修","朝南",\N,"中层(共19层)","1","1","1","1","1","1","1","1","1","1","5/7/8号线","2","2","1","5890","4200"
"593","武汉","武昌","小东门","金都华庭","合租","普通住宅","2室1厅1卫","20","精装修","朝南",\N,"低层(共19层)","1","1","0","1","1","1","1","1","1","1","2/4/7号线","2","1","1","69443","800"
"594","武汉","洪山","关西","南湖锦城","整租","普通住宅","2室1厅1卫","85","精装修","朝南",\N,"高层(共32层)","1","1","1","1","1","1","1","1","1","1","2号线","2","1","1","87561","2200"
"595","武汉","洪山","珞瑜东路","祥和雅居","整租","普通住宅","3室2厅1卫","110","简单装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","2号线","3","1","2","67637","3100"
"596","武汉","江汉","汉口火车站","远洋心汉口御峰(K5地块)","合租","普通住宅","4室2厅1卫","20","豪华装修","朝南",\N,"低层(共45层)","1","1","1","1","1","1","1","1","1","1","2号线","4","1","2","60655","600"
"597","武汉","江岸","后湖","汉口城市广场(5期)","合租","普通住宅","3室1厅1卫","16","精装修","朝南",\N,"高层(共32层)","1","1","1","1","1","1","1","1","1","1","3/阳逻号线","3","1","1","89784","760"
"598","武汉","洪山","欢乐谷","东湖雅庭","整租","普通住宅","3室1厅1卫","95","精装修","朝南",\N,"中层(共34层)","1","1","1","1","1","1","1","1","1","0","4号线","3","1","1","85181","2400"
"599","武汉","东西湖","常青花园","长青壹号(南区)","合租","普通住宅","3室1厅1卫","20","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","0","1","2/6号线","3","1","1","34923","1090"
"600","武汉","江岸","竹叶山花桥","田园小区","合租","普通住宅","3室1厅2卫","18","精装修","朝南",\N,"中层(共6层)","1","1","1","1","1","1","1","1","1","1","6/8号线","3","2","1","47776","750"
"601","武汉","黄陂","盘龙城","名流公寓","整租","公寓","1室1厅1卫","44.7","精装修","朝南",\N,"中层(共28层)","1","1","1","1","1","1","1","1","1","1",\N,"1","1","1","63899","1200"
"602","武汉","江岸","后湖","石桥花园(一期西区)","合租","普通住宅","4室1厅2卫","12","精装修","朝南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","6号线","4","2","1","44186","560"
"603","武汉","青山","红钢城","碧苑花园","整租","普通住宅","2室1厅1卫","78.9","精装修","朝南",\N,"低层(共27层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","1","87813","1650"
"604","武汉","武昌","积玉桥","恒大首府(东区)","合租","普通住宅","3室1厅1卫","15","精装修","朝南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","5/7号线","3","1","1","92002","660"
"605","武汉","硚口","古田","天顺园十组团","整租","普通住宅","2室2厅1卫","100","精装修","南北",\N,"高层(共11层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","2","68126","1700"
"606","武汉","江岸","后湖","汉口城市广场(5期)","合租","普通住宅","3室1厅1卫","16","精装修","朝南",\N,"高层(共32层)","1","1","1","1","1","1","1","1","1","1","3/阳逻号线","3","1","1","64547","760"
"607","武汉","硚口","宝丰","时代新世界","合租","公寓","3室2厅2卫","16","精装修","朝南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","1/3号线","3","2","2","23522","730"
"608","武汉","东西湖","吴家山","紫云黄狮海岸(南区)","合租","普通住宅","4室1厅2卫","20","精装修","朝南",\N,"高层(共6层)","1","1","1","1","1","1","1","1","1","1","6号线","4","2","1","67016","650"
"609","武汉","洪山","街道口","泓悦府","整租","普通住宅","1室1厅1卫","44.6","精装修","朝南",\N,"高层(共29层)","1","1","1","1","1","1","1","1","1","1","8号线","1","1","1","31332","1700"
"610","武汉","江夏","藏龙岛","阳光100大湖第","合租","普通住宅","2室1厅1卫","20","精装修","朝南",\N,"中层(共18层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","1","41692","600"
"611","武汉","江夏","东湖高新","三眼桥社区(江夏)","整租","普通住宅","3室2厅2卫","120","精装修","朝南",\N,"中层(共16层)","1","1","1","1","1","1","1","1","1","1",\N,"3","2","2","22509","1600"
"612","武汉","洪山","铁机路","武丰佳园(一期)","合租","普通住宅","4室1厅1卫","20","精装修","朝南",\N,"低层(共34层)","1","1","1","1","1","1","1","1","1","1","4号线","4","1","1","19236","800"
"613","武汉","武昌","南湖花园","北港佳和云居","合租","普通住宅","4室1厅2卫","29","精装修","朝南",\N,"高层(共19层)","1","1","1","1","1","1","1","1","1","1",\N,"4","2","1","94374","950"
"614","武汉","洪山","光谷广场","金梭花园","合租","普通住宅","2室1厅1卫","30","精装修","朝南",\N,"低层(共9层)","1","1","1","1","1","1","1","1","1","1","2号线","2","1","1","95900","600"
"615","武汉","江岸","二七路","利腾国际","合租","普通住宅","3室1厅1卫","22","精装修","朝南",\N,"高层(共46层)","1","1","1","1","1","1","1","1","1","1","3号线","3","1","1","1509","600"
"616","武汉","武昌","积玉桥","临江府","合租","普通住宅","3室1厅2卫","26","精装修","朝南",\N,"低层(共7层)","1","1","1","1","1","1","1","1","1","1","2/5/7号线","3","2","1","43955","600"
"617","武汉","江夏","东湖高新","北大资源山水年华","合租","普通住宅","4室2厅2卫","25","精装修","朝南",\N,"低层(共6层)","1","1","1","1","1","1","1","1","1","1","11号线","4","2","2","55742","850"
"618","武汉","江岸","江汉路","金路易大厦","整租","普通住宅","1室1厅1卫","40","精装修","南北",\N,"高层(共20层)","1","1","1","1","1","1","1","1","1","1","1/2/6号线","1","1","1","76022","1500"
"619","武汉","硚口","宝丰","葛洲坝城市花园","合租","普通住宅","3室1厅1卫","10","精装修","朝南",\N,"中层(共29层)","1","1","1","1","1","1","1","1","1","1","1号线","3","1","1","46461","1130"
"620","武汉","洪山","白沙洲","胜利丰园","整租","普通住宅","2室2厅1卫","80","精装修","南北",\N,"中层(共21层)","1","1","1","1","1","1","1","1","1","1","5号线","2","1","2","18575","1700"
"621","武汉","汉阳","王家湾","燎原悦府一期","整租","普通住宅","4室2厅2卫","130","精装修","朝南",\N,"中层(共42层)","1","1","1","1","1","1","1","1","1","1","4号线","4","2","2","33825","2300"
"622","武汉","武昌","杨园","怡华苑","整租","普通住宅","1室1厅1卫","65","精装修","朝南",\N,"高层(共34层)","1","1","1","1","1","1","1","1","1","1","5号线","1","1","1","79814","1600"
"623","武汉","武昌","徐东","新长江滨江花园","合租","普通住宅","4室1厅2卫","20","精装修","朝南",\N,"高层(共34层)","1","1","1","1","1","1","1","1","1","1","5/7/8号线","4","2","1","23427","700"
"624","武汉","硚口","古田","洺悦府","合租","普通住宅","5室1厅2卫","30","精装修","朝南",\N,"中层(共32层)","1","1","1","0","1","1","1","1","0","1","1号线","5","2","1","61024","970"
"625","武汉","洪山","光谷软件园","锦绣龙城(D区)","合租","普通住宅","6室1厅3卫","32","精装修","南北",\N,"中层(共34层)","1","1","1","1","1","1","1","1","1","1",\N,"6","3","1","81048","980"
"626","武汉","青山","和平大道","南洋金谷公园里","合租","普通住宅","4室1厅2卫","10","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","5号线","4","2","1","85616","900"
"627","武汉","江夏","流芳","招商东城华府","整租","普通住宅","3室2厅2卫","108","精装修","朝南",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","1",\N,"3","2","2","21906","2400"
"628","武汉","武昌","徐家棚","团结名居桂园","合租","普通住宅","3室1厅1卫","16","精装修","朝南",\N,"低层(共28层)","1","1","1","1","1","1","1","1","1","1","5/7/8号线","3","1","1","47998","630"
"629","武汉","武昌","紫阳路","地铁复兴城","整租","普通住宅","1室1厅1卫","37","精装修","朝南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","4/5号线","1","1","1","18007","2100"
"630","武汉","江夏","庙山","梁山头社区","整租","普通住宅","2室2厅2卫","147","精装修","南北",\N,"高层(共8层)","1","1","1","1","1","1","1","1","1","1",\N,"2","2","2","95675","2400"
"631","武汉","洪山","珞瑜东路","光谷星座","合租","普通住宅","5室1厅2卫","20","精装修","朝南",\N,"高层(共45层)","1","1","1","1","1","1","1","1","1","1","2号线","5","2","1","19461","1200"
"632","武汉","江汉","汉口火车站","福星惠誉福星城(北区)","合租","普通住宅","4室1厅1卫","16","精装修","朝南",\N,"中层(共45层)","1","1","1","1","1","1","1","1","1","1","2号线","4","1","1","97274","720"
"633","武汉","洪山","光谷东","龙湖新壹城","整租","其他","1室0厅1卫","25","精装修","朝南",\N,"低层(共11层)","1","1","1","1","1","1","1","1","1","1","11号线","1","1","0","16789","1000"
"634","武汉","武昌","丁字桥","金诺雅苑","合租","普通住宅","3室1厅1卫","18","精装修","朝南",\N,"中层(共31层)","1","1","1","1","1","1","1","1","1","1",\N,"3","1","1","50086","600"
"635","武汉","武昌","小东门","姚家岭新城","合租","普通住宅","4室1厅2卫","25","精装修","朝南",\N,"高层(共45层)","1","1","1","1","1","1","1","1","1","1","2/4/7号线","4","2","1","69129","998"
"636","武汉","武昌","水果湖","东湖村军转小区","整租","普通住宅","3室1厅1卫","90","简单装修","南北",\N,"中层(共8层)","1","1","1","1","1","1","1","1","1","1","2号线","3","1","1","91104","3200"
"637","武汉","洪山","光谷软件园","南湖时尚城","整租","普通住宅","1室1厅1卫","48","精装修","朝南",\N,"高层(共23层)","1","1","1","1","1","1","1","1","1","1",\N,"1","1","1","51809","1900"
"638","武汉","武昌","武昌火车站","凯旋名邸","合租","普通住宅","3室1厅2卫","25","精装修","东南",\N,"低层(共15层)","1","1","1","1","1","1","1","1","1","1","4/7号线","3","2","1","82175","500"
"639","武汉","江岸","台北香港路","环亚大厦","合租","普通住宅","3室1厅2卫","28","精装修","朝南",\N,"中层(共28层)","1","1","1","1","1","1","1","1","1","1","2/3/7号线","3","2","1","1843","700"
"640","武汉","硚口","宗关","鑫城汇H1","合租","普通住宅","4室1厅2卫","40","精装修","朝南",\N,"中层(共42层)","1","1","1","1","1","1","1","1","1","1","7号线","4","2","1","93557","600"
"641","武汉","武昌","武昌火车站","佳兆业广场天御","整租","普通住宅","2室2厅1卫","86.2","精装修","朝南",\N,"低层(共45层)","1","1","1","1","1","1","1","1","1","1","2/4/7号线","2","1","2","53796","3300"
"642","武汉","江夏","流芳","佛祖岭D区东区","整租","普通住宅","1室1厅1卫","35","精装修","朝南",\N,"低层(共42层)","1","1","1","1","1","1","1","1","1","1","2号线","1","1","1","51055","1600"
"643","武汉","洪山","光谷软件园","曙光星城C区","合租","普通住宅","3室1厅1卫","41","精装修","朝南",\N,"高层(共25层)","1","1","1","1","1","1","1","1","1","1",\N,"3","1","1","4915","1000"
"644","武汉","江夏","藏龙岛","当代卡梅尔小镇","整租","其他","2室1厅1卫","84.7","精装修","朝南",\N,"低层(共11层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","1","93720","2100"
"645","武汉","东西湖","常青花园","长青壹号(北区)","合租","普通住宅","3室1厅1卫","15","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","2/6号线","3","1","1","47950","1160"
"646","武汉","武昌","徐家棚","团结名居桂园","合租","其他","3室1厅1卫","18","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","5/7/8号线","3","1","1","5163","500"
"647","武汉","江汉","汉口火车站","浩海小区","整租","普通住宅","2室1厅1卫","80","精装修","南北",\N,"高层(共8层)","1","1","1","1","1","1","1","1","1","1","2/6号线","2","1","1","84638","1400"
"648","武汉","洪山","光谷广场","光谷陆景苑","合租","普通住宅","6室0厅2卫","24","精装修","朝南",\N,"中层(共15层)","0","1","0","0","1","1","1","0","0","1","2/11号线","6","2","0","88757","700"
"649","武汉","江岸","百步亭","丹水嘉苑","整租","普通住宅","2室2厅1卫","85.9","精装修","朝南",\N,"高层(共32层)","1","1","1","1","1","1","1","1","1","1","1/阳逻号线","2","1","2","30847","2000"
"650","武汉","江岸","二七路","伟鹏万科御玺滨江","整租","普通住宅","4室2厅3卫","225","豪华装修","南北",\N,"中层(共48层)","1","1","1","1","1","1","1","1","1","1","1/3号线","4","3","2","1803","18000"
